21-Aug-15	40.45	41.03	41.4	39.86	377.18K	-1.68%
20-Aug-15	41.14	40.58	41.48	40.21	24.78K	0.83%
19-Aug-15	40.8	42.41	42.68	40.4	107.58K	-4.27%
18-Aug-15	42.62	41.88	42.9	41.43	200.19K	1.79%
17-Aug-15	41.87	42.18	42.69	41.64	314.28K	-1.48%
14-Aug-15	42.5	42.23	42.96	41.35	317.21K	0.64%
13-Aug-15	42.23	43.34	43.72	41.91	420.15K	-2.47%
12-Aug-15	43.3	43.27	43.87	42.8	492.27K	0.51%
11-Aug-15	43.08	44.81	45.34	42.69	538.01K	-4.18%
10-Aug-15	44.96	43.58	45.01	43.35	491.43K	2.48%
7-Aug-15	43.87	44.82	45.16	43.7	400.07K	-1.77%
6-Aug-15	44.66	45.16	45.27	44.2	360.98K	-1.09%
5-Aug-15	45.15	45.96	46.7	44.83	367.33K	-1.29%
4-Aug-15	45.74	45.35	46.23	45.29	285.79K	1.26%
3-Aug-15	45.17	46.86	46.94	45.08	371.09K	-4.14%
31-Jul-15	47.12	48.47	48.62	46.7	334.47K	-2.89%
30-Jul-15	48.52	48.83	49.36	48.34	247.66K	-0.55%
29-Jul-15	48.79	47.81	49.52	47.39	366.89K	1.69%
28-Jul-15	47.98	47.02	48.44	46.68	338.11K	1.24%
27-Jul-15	47.39	48	48.2	46.91	273.61K	-1.56%
24-Jul-15	48.14	48.79	49.03	47.72	278.23K	-0.64%
23-Jul-15	48.45	49.23	49.63	48.21	316.06K	-1.50%
22-Jul-15	49.19	50.71	50.71	49.04	347.99K	-2.32%
21-Jul-15	50.36	49.95	51.02	49.77	23.13K	0.42%
20-Jul-15	50.15	50.76	51.26	49.85	102.60K	-1.45%
17-Jul-15	50.89	50.91	51.23	50.14	203.49K	-0.04%
16-Jul-15	50.91	51.62	52.17	50.84	319.17K	-0.97%
15-Jul-15	51.41	53.4	53.5	51.21	334.56K	-3.07%
14-Jul-15	53.04	52	53.43	50.88	422.76K	1.61%
13-Jul-15	52.2	52.15	53.17	51.26	359.48K	-1.02%
10-Jul-15	52.74	52.48	53.89	51.96	349.08K	-0.08%
9-Jul-15	52.78	51.83	53.54	51.48	382.33K	2.19%
8-Jul-15	51.65	52.91	52.96	50.91	434.75K	-1.30%
7-Jul-15	52.33	52.75	53.43	50.58	527.27K	-0.38%
6-Jul-15	52.53	56.42	56.79	52.41	540.61K	-5.39%
3-Jul-15	55.52	56.6	56.78	55.42	-	-2.48%
2-Jul-15	56.93	56.87	57.95	56.5	297.05K	-0.05%
1-Jul-15	56.96	58.98	58.98	56.68	373.41K	-4.22%
30-Jun-15	59.47	58.27	59.69	57.94	282.48K	1.95%
29-Jun-15	58.33	58.84	59.27	58.04	286.04K	-2.18%
26-Jun-15	59.63	59.66	59.96	58.76	231.96K	-0.12%
25-Jun-15	59.7	60.22	60.46	59.43	222.34K	-0.95%
24-Jun-15	60.27	61.14	61.57	59.8	312.99K	-1.21%
23-Jun-15	61.01	60.21	61.49	59.55	336.22K	2.23%
22-Jun-15	59.68	59.44	60.3	58.93	26.74K	0.12%
19-Jun-15	59.61	60.5	60.56	58.88	116.66K	-1.39%
18-Jun-15	60.45	59.78	60.89	59.25	181.88K	0.88%
17-Jun-15	59.92	60.03	61.38	58.85	396.16K	-0.08%
16-Jun-15	59.97	59.6	60.37	59.42	233.94K	0.76%
15-Jun-15	59.52	59.9	59.98	58.73	275.19K	-0.73%
12-Jun-15	59.96	60.55	60.63	59.73	246.90K	-1.33%
11-Jun-15	60.77	61.14	61.53	60.21	352.42K	-1.07%
10-Jun-15	61.43	60.58	61.82	60.45	459.77K	2.14%
9-Jun-15	60.14	58.31	60.68	58.23	405.49K	3.44%
8-Jun-15	58.14	58.96	59.13	57.86	339.85K	-1.67%
5-Jun-15	59.13	57.99	59.23	56.83	461.02K	1.95%
4-Jun-15	58	59.57	59.94	57.83	363.35K	-2.75%
3-Jun-15	59.64	61.02	61.43	59.34	371.30K	-2.64%
2-Jun-15	61.26	60.18	61.58	60.09	344.51K	1.76%
1-Jun-15	60.2	60.29	60.64	59.33	292.19K	-0.17%
29-May-15	60.3	57.97	60.7	57.72	452.22K	4.54%
28-May-15	57.68	57.63	58.07	56.51	340.68K	0.30%
27-May-15	57.51	58.32	58.95	57.36	314.92K	-0.90%
26-May-15	58.03	60.05	60.25	57.71	330.13K	-3.03%
25-May-15	59.85	59.93	60.24	59.11	-	-0.12%
24-May-15	59.92	60.01	60.01	59.78	-	0.33%
22-May-15	59.72	60.66	60.8	59.35	230.31K	-1.65%
21-May-15	60.72	58.81	60.94	58.69	329.77K	2.95%
20-May-15	58.98	58.32	59.04	58.1	287.13K	3.00%
19-May-15	57.26	59.54	59.63	57.09	30.30K	-3.65%
18-May-15	59.43	59.85	60.88	59.06	144.39K	-0.44%
15-May-15	59.69	59.67	59.97	58.42	222.09K	-0.32%
14-May-15	59.88	60.1	60.84	59.36	361.43K	-1.02%
13-May-15	60.5	61.23	61.85	60.02	426.84K	-0.41%
12-May-15	60.75	59.27	61.36	59.12	397.35K	2.53%
11-May-15	59.25	59.43	59.85	58.75	332.69K	-0.24%
8-May-15	59.39	59.02	59.9	58.14	434.58K	0.76%
7-May-15	58.94	60.69	61.31	58.49	437.02K	-3.27%
6-May-15	60.93	60.72	62.58	60.54	423.58K	0.88%
5-May-15	60.4	58.95	61.1	58.63	389.74K	2.49%
4-May-15	58.93	59.3	59.73	58.45	215.05K	-0.37%
1-May-15	59.15	59.79	59.9	58.32	244.75K	-0.80%
30-Apr-15	59.63	58.55	59.85	58.38	340.32K	1.79%
29-Apr-15	58.58	56.93	59.33	56.54	411.10K	2.66%
28-Apr-15	57.06	56.65	57.83	56.07	281.86K	0.12%
27-Apr-15	56.99	57.3	57.89	56.52	250.56K	-0.28%
24-Apr-15	57.15	57.53	57.95	56.5	328.32K	-1.02%
23-Apr-15	57.74	56.28	58.41	55.76	415.57K	2.81%
22-Apr-15	56.16	56.34	57.19	55.73	329.63K	1.63%
21-Apr-15	55.26	56.41	56.91	55.01	29.60K	-1.99%
20-Apr-15	56.38	56.16	57.17	54.85	112.38K	1.15%
17-Apr-15	55.74	56.56	56.88	55.31	230.62K	-1.71%
16-Apr-15	56.71	55.92	57.42	55.07	413.13K	0.57%
15-Apr-15	56.39	53.55	56.69	53.39	508.90K	5.82%
14-Apr-15	53.29	52.05	53.79	51.83	431.03K	2.66%
13-Apr-15	51.91	51.81	53.1	51.47	375.53K	0.52%
10-Apr-15	51.64	50.73	51.93	50.08	395.14K	1.67%
9-Apr-15	50.79	51	52.07	50.51	449.53K	0.73%
8-Apr-15	50.42	53.18	53.23	50.37	552.63K	-6.60%
7-Apr-15	53.98	51.95	54.13	51.17	548.87K	3.53%
6-Apr-15	52.14	49.47	52.24	49.47	325.28K	6.11%
3-Apr-15	49.14	49.14	49.14	49.14	-	0.00%
2-Apr-15	49.14	49.59	50.27	48.11	453.39K	-1.90%
1-Apr-15	50.09	47.55	50.45	47.05	451.10K	5.23%
31-Mar-15	47.6	48.73	48.73	47.28	365.75K	-2.22%
30-Mar-15	48.68	48.57	49.16	47.61	355.87K	-0.39%
27-Mar-15	48.87	51.01	51.38	48.21	384.09K	-4.98%
26-Mar-15	51.43	49.02	52.48	48.73	515.28K	4.51%
25-Mar-15	49.21	47.72	49.46	47	398.80K	3.58%
24-Mar-15	47.51	47.46	48.56	46.67	309.55K	0.13%
23-Mar-15	47.45	46.41	47.61	45.33	292.42K	3.78%
20-Mar-15	45.72	43.99	46.53	43.31	22.46K	4.00%
19-Mar-15	43.96	44.6	44.71	42.75	106.91K	-1.57%
18-Mar-15	44.66	42.51	45.34	42.03	220.64K	2.76%
17-Mar-15	43.46	43.84	44.2	42.41	346.31K	-0.96%
16-Mar-15	43.88	44.81	45	42.85	367.60K	-2.14%
13-Mar-15	44.84	46.93	47.28	44.75	395.72K	-4.70%
12-Mar-15	47.05	48.44	48.76	46.86	358.38K	-2.33%
11-Mar-15	48.17	48.77	49.05	47.33	404.59K	-0.25%
10-Mar-15	48.29	50.08	50.36	48.2	395.76K	-3.42%
9-Mar-15	50	49.6	50.79	49.25	409.88K	0.79%
6-Mar-15	49.61	50.89	51.22	48.88	406.84K	-2.27%
5-Mar-15	50.76	51.62	52.4	50.61	370.95K	-1.49%
4-Mar-15	51.53	50.61	51.99	49.6	463.99K	2.00%
3-Mar-15	50.52	49.8	50.83	49.45	370.60K	1.88%
2-Mar-15	49.59	49.45	51.04	48.71	427.18K	-0.34%
27-Feb-15	49.76	48.97	49.94	48.46	399.49K	3.30%
26-Feb-15	48.17	51	51.22	47.8	459.58K	-5.53%
25-Feb-15	50.99	49.16	51.28	48.43	429.52K	3.47%
24-Feb-15	49.28	49.42	50.33	48.68	293.10K	-0.34%
23-Feb-15	49.45	50.75	50.99	48.67	475.38K	-1.77%
20-Feb-15	50.34	51.24	51.85	49.91	30.66K	-1.60%
19-Feb-15	51.16	50.55	52.14	49.15	125.21K	-1.88%
18-Feb-15	52.14	53.24	53.41	50.32	257.48K	-2.60%
17-Feb-15	53.53	52.75	54.15	50.81	518.80K	-0.15%
16-Feb-15	53.61	54.04	54.08	52.92	-	-0.82%
15-Feb-15	54.06	53.75	54.42	53.71	-	2.42%
13-Feb-15	52.78	51.35	53.43	51.03	437.07K	3.07%
12-Feb-15	51.21	49.42	51.6	49.14	563.66K	4.85%
11-Feb-15	48.84	50.98	51.14	48.05	519.27K	-2.36%
10-Feb-15	50.02	52.43	52.65	49.86	501.70K	-5.37%
9-Feb-15	52.86	52.01	53.99	51.65	536.36K	2.26%
6-Feb-15	51.69	50.86	53.16	50.72	584.98K	2.40%
5-Feb-15	50.48	48.67	52.1	47.36	596.85K	4.19%
4-Feb-15	48.45	51.67	52.56	47.95	577.52K	-8.67%
3-Feb-15	53.05	49.79	54.24	49.69	644.92K	7.02%
2-Feb-15	49.57	47.59	50.56	46.67	511.41K	2.76%
30-Jan-15	48.24	44.63	48.35	44.31	454.14K	8.33%
29-Jan-15	44.53	44.43	44.96	43.58	300.73K	0.18%
28-Jan-15	44.45	45.83	45.83	44.08	365.44K	-3.85%
27-Jan-15	46.23	45.13	46.55	44.81	313.14K	2.39%
26-Jan-15	45.15	45.2	46.41	44.35	310.64K	-0.97%
23-Jan-15	45.59	46.63	47.76	45.21	374.29K	-1.55%
22-Jan-15	46.31	47.35	49.09	45.87	426.83K	-3.08%
21-Jan-15	47.78	46.69	48.2	46.55	340.25K	3.00%
20-Jan-15	46.39	48.69	48.77	45.89	49.74K	-2.91%
19-Jan-15	47.78	48.84	49.19	47.64	-	-2.18%
18-Jan-15	48.85	48.95	49.06	48.78	-	0.32%
16-Jan-15	48.69	46.35	48.87	45.95	175.63K	5.28%
15-Jan-15	46.25	48.6	51.27	46.07	478.34K	-4.60%
14-Jan-15	48.48	46.16	48.91	45.01	510.25K	5.64%
13-Jan-15	45.89	45.69	46.79	44.2	476.54K	-0.39%
12-Jan-15	46.07	48.19	48.19	45.62	394.95K	-4.74%
9-Jan-15	48.36	48.92	49.61	47.16	421.01K	-0.88%
8-Jan-15	48.79	48.78	49.65	47.73	362.08K	0.29%
7-Jan-15	48.65	48	49.31	46.83	460.08K	1.50%
6-Jan-15	47.93	50	50.37	47.55	451.64K	-4.22%
5-Jan-15	50.04	52.61	52.73	49.68	375.78K	-5.03%
2-Jan-15	52.69	53.76	55.11	52.03	268.71K	-3.44%
1-Jan-15	54.56	53.73	54.85	53.72	-	2.43%
